name,registration_number,address,registration_date,renewed_on,valid_upto,district,country,remarks,source_name
Mouchash Unnayan Sangstha (MUS),0596,"Vill: Kakraid, PO: Kakraid, UZ: Modhupur, Dist: Tangail. Phone: 01712-563501",1992-02-11,2012-02-11,2017-02-11,Tangail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Moulvibazar Andha Kalyan Samity (MBNSB),1981,"Shamsernagar Road, Matar Kapan, Moulvibazar. Pone: 0861-52670, 62045 Fax: 0861-62045",2004-11-09,2019-11-09,2029-11-09,MoulaviBazar,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mousumi,0397,"Ukilpara, PO+PS+Dist: Naogaon Phone: 0741-61131",1990-10-22,2020-10-22,2030-10-21,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Move Foundation,3139,"House-124/1, Ahamedbag, Sabujbag, Dhaka. Mob: 01711376552",2018-02-06,,2028-02-06,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Movement of Alleviating Poverty-MAP,3254,"Hazi Madrasa Road, Professor Para, Joypurhat. Mob: 01740627785",2020-12-07,,2030-12-07,Joypurhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Movement of Social Upliftment,2336,"470/4 (Ground Floor), West Sewrapara, Mirpur, Dhaka.",2008-04-20,,2013-04-20,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Moytree Bangladesh,2095,"10/22, Iqbal Road, Mohammadpur, Dhaka.",2006-05-21,,2011-05-21,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mozahar Uddin Multicraft Centre,1565,"Vill+Post: Jamal Nagar, P.S.: Assasuni, Dist.: Satkhira. Phone: 01911-332794",2000-09-17,2010-09-17,2015-09-17,Sathkhira,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mritshilpa Unnayan Sangstha,2924,"46, Hazi Meher Ali Road, Khulna Phone: 01718-695249",2015-04-29,,2020-04-29,Khulna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mro Chow Chen Chap Euong Ra Tia,0734,"Uzanipara, Bandarban Phone: 0631-63580",1993-07-28,2018-07-28,2028-07-28,Bandarban,Bangladesh,"Cancelled on 26/05/2010, Revived on 20/10/2010",Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mukti,0992,"House-504, Road-12/A, Baitul Aman Housing Society, Adabar, Dhaka-1207 Phone: 01979-222268",1995-11-28,2015-11-28,2020-11-28,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mukti Cox's Bazar,1897,"Sarda Bhaban, Gol Digir Par, Cox'xBazar. Phone: 0341-62558, Fax: 0341-51103",2004-01-08,2019-01-08,2029-01-08,Cox'sBazar,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mukti Foundation,1391,"Village+P.O.+Thana: Tala, Dist: Satkhira Phone: 04727-56147, 01716-840797",1999-06-08,2019-06-08,2029-06-08,Sathkhira,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mukti Juddha Smrity Trust,1007,"Plot-F-11/A-B, Civic Sector, Agargaon, Shere-E-Bangla Nagar, Dhaka-1207 Phone : 9559091, Fax: 9559092 www.liberationwarmuseum.org",1996-02-04,2021-02-04,2031-02-03,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mukti Mohila Samity (MMS),2522,"Uttar Daulatpur, Upazila: Goalando, Rajbari. Phone: 01712-525471",2009-12-22,2019-12-22,2029-12-22,Rajbari,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mukti Nari-O-Shishu Unnayan Sangstha,1123,"108/53, Shoshi Bhusan, Pramanik Road,Thanapara, Kustia-7000 Phone: 071-62153 www.muktiorg.bd",1997-01-12,2017-01-12,2027-01-11,Kustia,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mukti Sheba Shangstha,0726,"Vill: Hatkaramja, PO: hatkaramja, PS: Sonatola, Dist: Bogra. Phone: 01716-254027",1993-07-03,2008-07-03,2013-07-03,Bogra,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Muktir Bondhon Foundation,3563,"EasternArzoo,Room#06-5,Level-6-61, Bijoynagar, Dhaka-1000 Phone:",2026-01-19,,2036-01-18,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Muktir Path Mohila Sangstha,2935,"Vill: Khagdi, PO: Charmogaria, PS & Dist: Madaripur. Phone: 01717-111725",2015-05-27,,2020-05-27,Madaripur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mukto Akash Bangladesh,2539,"138/Ka, Pisciculture Housing Society, Shaymoli, Mohammadpur, Dhaka Phone: 9136570",2010-02-04,2020-02-04,2030-02-04,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Multi Serve International (MSI),2275,"House-06, (1st Floor), Road-10, Sector-13, Uttara, Dhaka-1230 Phone: 01671-721772",2007-10-04,2017-10-04,2027-10-04,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Multi Task,2593,"Vill+PO+PS: Pathorgata, Dist: Barguna.",2010-09-05,,2015-09-05,Barguna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Multi Wings Society,2269,"Gulshan Shaoping Centre, Room No-229-230 (5th Floor), Gulshan-1, Dhaka.",2007-09-10,,2012-09-10,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Municipal Association of Bangladesh,2642,"House-513, Road-10, Flat-A/£, DOHS, Baridhara, Dhaka-1206.",2011-05-23,2016-05-23,2026-05-23,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Munshi Atar Ali Welfare Society (MAAWS),1745,"Vill: Earpur, PO: Somir Munshirhat, PO: Senbagh, Dist: Noakhali Phone: 01711358247 www.maaws.org",2002-10-07,2017-10-07,2027-10-06,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Munshirhat Polli Unnayan Songstha (MPUS),3370,"Munshirhat, Fulgazi, Feni Phone: 01716842579 email:",2023-07-30,,2033-07-29,Feni,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Muslema Khatoon Welfare Trust,2820,"23 Rabindra Sarani, Sector-3, Uttara Model Town, Dhaka Phone: 8914483",2013-09-29,2018-09-29,2028-09-29,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Muslim Ali Shamsun Nahar Memorial Foundation,3284,"H-116, Road-5, Mohammadia Housing Society, Mohammadpur, Dhaka Phone: 01712918368",2021-12-29,,2031-12-29,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Muslim Welfare Organisation,1878,"Harisachar Bazar Post.- Vora Jangapur Laksam, Comilla.",2003-10-11,2023-10-11,2033-10-10,Comilla,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
MW Foundation,3571,"Majortila, Shahporan, Sylhet. Phone: 01781872127 email: neaz399@gmail.com",2026-02-02,,2036-02-01,Sylhet,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Mymensingh Disabled People's Organization to Development (Mymensingh-DPOD),2570,"Vill: Bhoradoba Club Bazar, P.P.: Bhoradoba, P.S.: Bhaluka-2240, Dist.: Mymensingh. Phone; 892315, 01715-430710",2010-05-06,2015-05-06,2020-05-06,Mymensingh,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
N.A. C (necessary Assistance for Community),2063,"Kabi Bhaban, Sur Bitan Road, Post+Dist: Hobigonj.",2006-01-25,,2011-01-25,Habiganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
N.Z. Ekata Mohila Samiti,2083,"Chairmanpara, Lama, Bandarban. Phone: 01727-628026 www.ekata-cht.org",2006-03-19,2021-03-19,2031-03-18,Bandarban,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nabajug Unnayan Sangstha,1343,"House-23, Road-09, South Baridhara, Merul Badda, Dhaka-1212, Mob:01711-155594, 01813-362129",1999-02-01,2014-02-01,2019-02-01,Dinajpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nabaratna Foundation,2202,"Ganakpara, Dist. Munshigonj.",2007-03-08,,2012-03-08,Munshiganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nabaron Akkya Sangha,2279,"Town Colony, Shripur, Bogra.",2007-10-11,,2012-10-11,Bogra,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nabarun Kallayan Sangstha,1000,"8/36C Eastern Plaza, Sonargaon Road, Dhaka-1205. Phone: 8612810, Fax: 9663310",1996-01-15,2005-01-15,2010-01-15,Dhaka,Bangladesh,"Cancelled on 29/07/2010, Revived on 03/10/2011",Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nabarun Nari Shikha,2865,"House-89, Block-H, Road-14, South Banasree, Dhaka Phone: 01818-562929",2014-06-15,2019-06-15,2029-06-15,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nabin Palli Unnayan Sangstha (NPUS),1366,"Vill+P.O+Thana: Sadullapur, Dist: Gaibandha. Phone: 01716-276264",1999-04-12,2014-04-12,2019-04-12,Gaibandha,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nabolok Parishad,0550,"House-163, Road-11, Nirala R/A, Khulna-9100 Phone: 041-720155, 810855 Phone: 721882 www.nabolokbd.org",1991-10-23,2021-10-23,2031-10-22,Khulna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nagar Daridra Basteebashir Unnayan Sangstha,2781,"House-385, Road-05, Banai, PO: KPS, Gulshan, Dhaka. Phone: 01711-583101",2013-04-09,2018-04-09,2028-04-09,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nagorik Odhiker,2828,"House-202/1, Charkolony, Barguna Sadar, Barguna Phone: 01712-801699",2013-11-03,,2018-11-03,Barguna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nagorik Uddyog,1240,"House-8/14, Block-B, Lalmatia, Dhaka. Phone : 8115868, Fax: 9141511 www.nuhr.org",1998-02-23,2018-02-23,2028-02-23,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nagorpur Disabled Peoples Orgaization to Development,2952,"Vill: & PO: Masudnagar, Upazilla: Nagorpur, Dist: Tangail Phone: 01726-122826",2015-07-30,2020-07-30,2030-07-29,Tangail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nahar Health Services and Social Welfare Association,2105,"393, West Kafrul, Agargaon, Taltola, Dhaka.",2006-06-27,2011-06-27,2016-06-27,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Naifa Maruf Foundation,2253,"House-13, Salamot Mollah Road, North Auchpara, Tongi, Gazipur. Phone: 01715-840855",2007-07-24,,2012-07-24,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nakkhatra,2011,"Ahad Plaza (2nd Floor), 841, Shekh Mujib Road, Chattogram",2005-03-05,,2010-03-05,Chattogram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nalta Hospital and Community Health Foundation,1377,"Trauma Center, 22/8/A, Mirpur Road, Shyamoly, Dhaka-1209 Phone : 8116969, 8130508 www.naltahospital.org.bd",1999-05-06,2019-05-06,2029-05-06,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Namijan Aftabi Foundation (NAF),0600,"Vill. Harunja, P.O. & Thana Kalai, Jaypurhat Phone: 01712-163339",1992-03-07,2017-03-06,2027-03-06,Joypurhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Naobojagoran Sangstha,2481,"Dupchacia, Bogra Phone: 051-51429",2009-09-17,2014-09-17,2019-09-17,Bogra,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Naogaon Manabik Unnayan Sangstha,0486,"Nazipur, Patnitola, Dist. Naogaon Phone: 01718-971916",1991-06-08,2021-06-08,2031-06-07,Naogaon,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Narail Asar Alo Foundation.,1825,"Vowakhali, Ratangonj, Narail. Phone: 0481-62005 www.asharslonri.org",2003-04-30,2018-04-30,2028-04-30,Narail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Narayangonj Sadar Upazila Protibodhi Unnayan Parishad,3030,"Sadar Upazila Complex, Shastapur, Fatulla, Narayanganj Phone: 02-7647762",2016-07-21,2021-07-21,2031-07-20,Narayanganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nareer Jonno Foundation,2552,"Uttarshur, Sreemongal, Dist.: Moulvibazar. Phone: 8811359",2010-03-16,,2015-03-16,Moulavibazar,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari Bikash Kendra,2509,"Vill- Hariasa, P.O& PS: Janjira, Dist.: Shariatpur. Phone: 9125521, 01716-831551",2009-11-05,2019-11-05,2029-11-04,Shariatpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari Jagaron Mohila Unnayan Sangstha,2933,"Vill? West Debipur, PO & UZ: Joypurhat, Dist: Joypurhat Phone: 01716-176503",2015-05-25,,2020-05-25,Joypurhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari Kalyan Sangstha (NKS),2652,"House-27/2, (Harishikunjo), 2ndk Floor, Word-08, West Bhabanipur, Rajbari-7700",2011-07-14,2021-07-14,2031-07-13,Rajbari,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari Moitree,0326,"77/B, Malibagh Chowdhurypara, Khilgaon, Dhaka-1219. Phone : 9356573, Fax: 9354815 www.narimaitree.org",1989-11-01,2019-11-19,2029-11-19,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari Mukto Kontho Samaj Kallyan Songstha,3319,"Koshigaari, Hatshamgonj, Ghoraghat, Dinajpur. Phone: 01753093827",2022-09-18,,2032-09-17,Dinajpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari O Shishu Kallayan Foundation,3022,"124/76/1, West Dhanmondi, Dhaka Phone: 01722-996505",2016-05-09,,2021-05-09,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari Uddug Kendra,0589,"2/21, Babar Road,, Block # B, Mohammadpur, Dhaka Phone :8125804, 9139943, 9115696 fax: 9110088",1992-01-18,2017-01-18,2027-01-17,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari Unnayan Forum (NUF),2056,"wKawlwib.anrui,k R.badz.oerngdra College Road, Jheeltuly, Faridpur Sadar, Faridpur-7800 Phone: 01711179520",2006-01-05,2021-01-05,2031-01-04,Faridpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari Unnayan Sangstha (NUS),2904,"Vill: West Chakher, Gotaher Bari, PO: Chakher, Upazila: Banaripara, Dist: Barisal Phone: 01819-827142",2014-11-12,2019-11-12,2029-11-12,Barisal,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Naria Unnayan Samity,0964,"PO+UZ: Naria, Dist: Shariatpur-8020 Phone: 0601-59154, Fax: 0601-59169",1995-08-27,2020-08-27,2030-08-27,Shariatpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nari-O-Shisu Kallayan Sangstha (NSKS),2369,"New Bogra Road (In front of Circuit house), Sirajgonj-6700 Phone: 0751-64376",2008-06-15,2013-06-15,2018-06-15,Sirajganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Naripokkho,0943,"Rangs Nilu Square (4th Fl.), House-75, Satmasjid Road, Dhanmondi, Dhaka-1209 Phone: 8111991, Fax: 8116148 www.naripokkho.com",1995-05-28,2020-05-28,2030-05-28,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nary Kallyan Sangstha,3145,"197, Central Basabo, Dhaka. 01778393118",2018-04-15,,2028-04-15,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Agency for Green Revolution (NAGR),0948,"32 Mallika Housing, Mirpur Section-7, Dhaka-1216 Phone:8001162, 01815-401030",1995-06-24,2025-06-24,2035-06-23,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Alliance of Disabled Peoples Organization (NADPO),3148,"House-24, Monipuripara, Sanshad Avenue, Dhaka, Phone: 01711595049",2018-05-08,,2028-05-08,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Anti Tuberrculosis Association of Bangladesh(NATAB),2579,"44/1, Bangabandhu Avenue, Dhaka-1000. Phone: 8833747 www.natab.org",2010-06-01,2018-06-01,2023-05-31,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Association of Sports for the Persons with Disability,2159,"House-534, Road-11, Baitul Aman Housing Society, Adabar, Shamoly, Dhaka-1207. Phone: 8151946",2006-11-12,,2011-11-12,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Council of Young Man's Christian Association of Bangladesh,0101,"1/1, Pioneer Road, Kakrail, Ramna, Dhaka Phone : 9350413, Fax: 9350225 www.bangladeshymca.org",1981-08-13,2020-05-15,2030-05-15,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Development Centre (NDC),1647,"Vill: Vangidangi, Post: Gendumollar Hat, PS: Faridpur Sadar, Dist: Faridpur Phone: 01978-964478",2001-06-18,2021-06-18,2031-06-17,Faridpur,Bangladesh,"Cancelled on 22/07/2010, Revived on 21/12/2016",Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Development Council (NDC),0788,"NDC Campaus, Paharpur Road, Joypurhat. Phone: 01713-747706 www.ndcbd.org",1993-12-29,2018-12-29,2028-12-29,Joypurhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Development Initiative,2236,"Hometown Complex, 11th Floor, 87, New Eskaton Road, Dhaka-1000 Phone: 8322991, Fax: 9337139 www.nationaldevelopment.org",2007-05-27,2017-05-27,2027-05-27,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Development Organization(NADO),0441,"2 RK Mission Road, Motaleb Mention (4th Floor), Wari, Dhaka-1203 Phone: 01716-817461 www.nadobd.org",1991-02-11,2021-02-11,2031-02-10,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Development Programme (NDP),0880,"NDP Bhaban, Bagbari Shahid Nagar, Kamankhanda, Sirajganj. Phone: 0751-63870-1, Fax: 0751-63877 www.ndpbd.org",1995-01-02,2020-01-02,2030-01-02,Sirajganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Development Society (NDS),1512,"House-11/A, Road-08, Pallabi, Mirpur 11 1/2, Dhaka-1216. Phone: 9011976, 8061337, Fax: 9012199",2000-04-20,2010-04-20,2015-04-20,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Federation of the Blind Patuakhali District Branch,1643,"Zilaparisad Bhaban, College Road, Patuakhali",2001-05-22,,2006-05-22,Patuakhali,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Fellowship for the Advancement of Visually Handicapped (NFAVH),0437,"Holding-78, Syed Ali Munshi Road, Naogaon, Tongi, Gazipur. Phone: 01715-669562",1991-01-28,2021-01-28,2031-01-28,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Forum of the Organizations Working with the Disabled (NFOWD),0776,"H-8/9, Block-A, Lalmatia, Dhaka-1207 Phone : 9124487, 8120415 Fax: 9124487, 8120415 www.nfowd.com",1993-11-17,2018-11-17,2028-11-17,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
National Heart Foundation of Bangladesh,0412,"Plot # 7/2, Section # 2, Mirpur, Dhaka Phone : 8061314-6 Fax: 8066694 www.nhfbd.org",1990-11-26,2020-11-26,2030-11-26,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Native Evangelical Christian Trust,3171,"21/B, Main Road, Niribili Gate, Mohammadi Housing Society, Mohammadpur, Dhaka. Mob: 01913103193",2018-11-14,,2028-11-14,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Natore Zilla Protibondhi Songstha-Nandan,2958,"Nimagar, Balibari, Dinajpur Phone: 0531-51038",2015-08-17,,2020-08-17,Dinajpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Natun Projonmo Uddakta Unnayan Foundation,3476,"159/Ka, PC Culture Housing Society, Shyamoliy, Dhaka-1207 Phone: 01778867046 email: natunprojonmo.foundatin@gmail.com",2025-06-03,,2035-06-02,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nature & Environment Preservation Orgaization (NEPO),2982,"Uttarpara, Talukkanpur, Gobindoganj, Gaibandha. Phone: 01721-422456",2015-11-10,,2020-11-10,Gaibandha,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nature Conservation Management (NACOM),0481,"8/12, Block-B, Lalmatia, Dhaka. Phone: 9121437",1991-06-08,2016-06-08,2026-06-08,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nayan,3410,"Road-1, Block-A, Ward-27, Kadamtoli, Police Station, Moglabazar, South Surma, Sylhet Phone: 01711340958 Email: nayan.sach@yahoo.com",2024-07-01,,2034-06-30,Sylhet,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nazir (Nutun Ziban Rochi),1398,"Airport Road, Lalmonirhat. Phone: 059161252",1999-07-07,2019-07-07,2029-07-07,Lalmonirhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Nazrul Smriti Sangsad (NSS),1922,"Sweden Palace (1st Floor), Pallabi R/A, Amtoli, Barguna. Phone: 04452-56054 Fax: 0445256054",2004-04-19,2019-04-19,2029-04-18,Barguna,Bangladesh,"Cancelled on 25/07/2010, Revived on 07/11/2010",Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
